province_state,confirmed,recovered,deaths,active,incident_rate,date,n,s(t),i(t),r(t)
california,3506167,,45114,,8877.693365923755,2021-02-11,39494121.45116561,35987954.45116561,,
colorado,426126,21689.0,5979,380502.0,7084.210840712268,2021-02-11,6015151.293226558,5589025.293226558,380502.0,27668.0
connecticut,265496,9800.0,7326,248370.0,7446.693632237741,2021-02-11,3565287.0,3299791.0,248370.0,17126.0
delaware,81461,,1346,,8365.5793395525,2021-02-11,973764.0,892303.0,,
diamond princess,49,,0,,,2021-02-11,,,,
district of columbia,38348,27238.0,965,10145.0,5433.65984223853,2021-02-11,705749.0,667401.0,10145.0,28203.0
florida,1798280,,28208,,8372.762921903737,2021-02-11,21477737.0,19679457.0,,
georgia,950906,,15421,,8956.09038087679,2021-02-11,10617423.0,9666517.0,,
grand princess,103,,3,,,2021-02-11,,,,
guam,7673,7460.0,130,83.0,4672.134641263115,2021-02-11,164229.0,156556.0,83.0,7590.0
hawaii,27330,,423,,1930.259232472992,2021-02-11,1415872.0,1388542.0,,
idaho,166553,87505.0,1791,77257.0,9319.918413711868,2021-02-11,1787065.0,1620512.0,77257.0,89296.0
illinois,1152995,,21869,,9098.8895755393,2021-02-11,12671821.0,11518826.0,,
indiana,643305,419043.0,12001,212261.0,9555.61606061835,2021-02-11,6732219.0,6088914.0,212261.0,431044.0
iowa,327061,297805.0,5174,24082.0,10366.204236356089,2021-02-11,3155069.9999999995,2828008.9999999995,24082.0,302979.0
kansas,286848,6018.0,4308,276887.0,9858.635217487714,2021-02-11,2909611.6619790886,2622763.6619790886,276887.0,10326.0
kentucky,383032,45297.0,4175,333560.0,8573.411706720703,2021-02-11,4467673.0,4084641.0,333560.0,49472.0
louisiana,414687,380673.0,9212,24802.0,8920.313526475898,2021-02-11,4648794.0,4234107.0,24802.0,389885.0
maine,41889,12582.0,641,28666.0,3116.249520164974,2021-02-11,1344212.0,1302323.0,28666.0,13223.0
maryland,366666,9526.0,7446,349694.0,6064.9256990115255,2021-02-11,6045680.0,5679014.0,349694.0,16972.0
massachusetts,548946,425717.0,12804,108022.0,7964.392616151201,2021-02-11,6892503.0,6343557.0,108022.0,438521.0
michigan,624970,498495.0,15939,110536.0,6257.924790552223,2021-02-11,9986856.999999998,9361886.999999998,110536.0,514434.0
minnesota,469905,456244.0,6387,7274.0,8332.192596963774,2021-02-11,5639632.0,5169727.0,7274.0,462631.0
mississippi,283753,253140.0,6367,24246.0,9534.233669080411,2021-02-11,2976149.0000000005,2692396.0000000005,24246.0,259507.0
missouri,547692,,7496,,8923.803260909945,2021-02-11,6137428.0,5589736.0,,
montana,96595,92248.0,1320,3027.0,9037.891872774328,2021-02-11,1068778.0,972183.0,3027.0,93568.0
nebraska,194632,141239.0,1986,51407.0,10061.579563359954,2021-02-11,1934407.9999999998,1739775.9999999998,51407.0,143225.0
nevada,285795,,4582,,9278.58848707663,2021-02-11,3080155.9999999995,2794360.9999999995,,
new hampshire,69519,64989.0,1116,3414.0,5112.777641719454,2021-02-11,1359711.0,1290192.0,3414.0,66105.0
new jersey,732674,70759.0,22250,639665.0,8248.79900114724,2021-02-11,8882190.0,8149516.0,639665.0,93009.0
new mexico,178790,114976.0,3461,60353.0,8526.68481788453,2021-02-11,2096828.9999999998,1918038.9999999998,60353.0,118437.0
new york,1504059,134742.0,45123,1324194.0,7731.53562990344,2021-02-11,19453561.0,17949502.0,1324194.0,179865.0
north carolina,805898,730454.0,10181,65263.0,7683.939220929199,2021-02-11,10488084.0,9682186.0,65263.0,740635.0
north dakota,98128,96026.0,1459,729.0,12887.927753909787,2021-02-11,761394.7088602439,663266.7088602439,729.0,97485.0
northern mariana islands,133,29.0,2,102.0,241.18671115624548,2021-02-11,55144.0,55011.0,102.0,31.0
ohio,928631,841193.0,17986,69447.0,7944.418304232148,2021-02-11,11689100.0,10760469.0,69447.0,859179.0
oklahoma,408592,380167.0,3900,24525.0,10325.87805167134,2021-02-11,3956971.000000001,3548379.000000001,24525.0,384067.0
oregon,148475,,2044,,3520.2526852670044,2021-02-11,4217737.0,4069262.0,,
pennsylvania,888742,757050.0,22757,108935.0,6942.218119387542,2021-02-11,12801989.0,11913247.0,108935.0,779807.0
puerto rico,96494,86332.0,1897,8265.0,3021.391529683182,2021-02-11,3193694.0,3097200.0,8265.0,88229.0
rhode island,119893,7416.0,2437,110040.0,11317.482897709093,2021-02-11,1059360.9999999998,939467.9999999998,110040.0,9853.0
south carolina,473140,211845.0,7742,253553.0,9189.479159261906,2021-02-11,5148714.0,4675574.0,253553.0,219587.0
south dakota,109580,105614.0,1815,2151.0,12386.69362997494,2021-02-11,884659.0,775079.0,2151.0,107429.0
tennessee,743894,714067.0,10731,19475.0,10898.433690516598,2021-02-11,6825696.436060424,6081802.436060424,19475.0,724798.0
texas,2567499,2168762.0,40180,355853.0,8845.266677705016,2021-02-11,29026812.79775909,26459313.79775909,355853.0,2208942.0
utah,357339,326237.0,1765,29337.0,11146.091121592985,2021-02-11,3205958.0,2848619.0,29337.0,328002.0
vermont,13122,9988.0,187,2947.0,2102.921686119467,2021-02-11,623989.0,610867.0,2947.0,10175.0
virgin islands,2485,2393.0,24,68.0,2316.627512398852,2021-02-11,107267.99999999997,104782.99999999997,68.0,2417.0
virginia,537319,42338.0,6932,488049.0,6295.094650952098,2021-02-11,8535519.0,7998200.0,488049.0,49270.0
washington,324706,,4603,,4264.09143240752,2021-02-11,7614893.0,7290187.0,,
west virginia,125951,109700.0,2175,14076.0,7027.939114369525,2021-02-11,1792147.0,1666196.0,14076.0,111875.0
wisconsin,603255,532793.0,6705,63757.0,10360.873133126111,2021-02-11,5822434.0,5219179.0,63757.0,539498.0
wyoming,52874,51419.0,647,808.0,9135.754260408909,2021-02-11,578759.0,525885.0,808.0,52066.0
alabama,477570,264621.0,9021,203928.0,9739.99553351546,2021-02-12,4903185.0,4425615.0,203928.0,273642.0
alaska,56254,,280,,7689.75251009849,2021-02-12,731545.0,675291.0,,
american samoa,0,,0,,0.0,2021-02-12,,,,
arizona,791106,110104.0,14662,666340.0,10868.756128312174,2021-02-12,7278717.0,6487611.0,666340.0,124766.0
arkansas,311043,292298.0,5199,13546.0,10306.931795438008,2021-02-12,3017804.0,2706761.0,13546.0,297497.0
california,3517138,,45649,,8905.47717348123,2021-02-12,39494099.322081804,35976961.322081804,,
colorado,427250,21766.0,5983,382136.0,7114.113235960113,2021-02-12,6005667.68940864,5578417.68940864,382136.0,27749.0
connecticut,266499,9800.0,7354,249345.0,7474.826009799492,2021-02-12,3565287.0,3298788.0,249345.0,17154.0
delaware,81875,,1350,,8408.094774503885,2021-02-12,973763.9999999999,891888.9999999999,,
diamond princess,49,,0,,,2021-02-12,,,,
district of columbia,38533,27398.0,973,10162.0,5459.873127698374,2021-02-12,705749.0,667216.0,10162.0,28371.0
florida,1806805,,28382,,8412.455185571926,2021-02-12,21477737.0,19670932.0,,
georgia,955085,,15513,,8995.450214237484,2021-02-12,10617423.000000002,9662338.000000002,,
grand princess,103,,3,,,2021-02-12,,,,
guam,7686,7467.0,130,89.0,4680.050417404965,2021-02-12,164229.0,156543.0,89.0,7597.0
hawaii,27454,,424,,1939.0170862902864,2021-02-12,1415871.9999999998,1388417.9999999998,,
idaho,166876,88126.0,1791,76959.0,9337.992742289733,2021-02-12,1787065.0,1620189.0,76959.0,89917.0
illinois,1155833,,21985,,9121.285725232388,2021-02-12,12671820.999999998,11515987.999999998,,
indiana,645006,420225.0,12027,212754.0,9580.882618346195,2021-02-12,6732219.0,6087213.0,212754.0,432252.0
iowa,327432,299106.0,5196,23130.0,10377.9630879822,2021-02-12,3155070.0,2827638.0,23130.0,304302.0
kansas,286912,6018.0,4308,276950.0,9860.797703234186,2021-02-12,2909622.6150740054,2622710.6150740054,276950.0,10326.0
kentucky,384903,45451.0,4211,335241.0,8615.290331230599,2021-02-12,4467673.0,4082770.0,335241.0,49662.0
louisiana,417415,380673.0,9239,27503.0,8978.99541257367,2021-02-12,4648794.0,4231379.0,27503.0,389912.0
maine,42064,12588.0,641,28835.0,3129.268299940783,2021-02-12,1344212.0,1302148.0,28835.0,13229.0
maryland,367865,9554.0,7467,350844.0,6084.758042106099,2021-02-12,6045680.0,5677815.0,350844.0,17021.0
massachusetts,551396,453740.0,12840,82387.0,7999.938483886042,2021-02-12,6892503.0,6341107.0,82387.0,466580.0
michigan,626477,498495.0,16019,111963.0,6273.014623119166,2021-02-12,9986857.0,9360380.0,111963.0,514514.0
minnesota,470803,456849.0,6411,7543.0,8348.11562172851,2021-02-12,5639632.0,5168829.0,7543.0,463260.0
mississippi,284664,253140.0,6390,25134.0,9564.843695661742,2021-02-12,2976149.0,2691485.0,25134.0,259530.0
missouri,549076,,7721,,8946.353423616538,2021-02-12,6137428.0,5588352.0,,
montana,96842,92497.0,1320,3025.0,9061.00237841722,2021-02-12,1068778.0,971936.0,3025.0,93817.0
nebraska,195006,141236.0,1990,51780.0,10080.913643864167,2021-02-12,1934408.0000000005,1739402.0000000005,51780.0,143226.0
nevada,286387,,4637,,9297.808292826729,2021-02-12,3080155.9999999995,2793768.9999999995,,
new hampshire,69929,65349.0,1117,3463.0,5142.9311081546,2021-02-12,1359711.0,1289782.0,3463.0,66466.0
new jersey,736330,71143.0,22329,642858.0,8289.960021120918,2021-02-12,8882190.0,8145860.0,642858.0,93472.0
new mexico,179323,116518.0,3479,59326.0,8552.104153462204,2021-02-12,2096829.0000000002,1917506.0000000002,59326.0,119997.0
new york,1514070,135657.0,45263,1333150.0,7782.99664519005,2021-02-12,19453561.0,17939491.0,1333150.0,180920.0
north carolina,810466,730454.0,10294,69718.0,7727.49341061723,2021-02-12,10488084.0,9677618.0,69718.0,740748.0
north dakota,98241,96127.0,1460,766.0,12906.167739632734,2021-02-12,761194.1978587332,662953.1978587332,766.0,97587.0
northern mariana islands,134,29.0,2,103.0,243.0001450747135,2021-02-12,55144.0,55010.0,103.0,31.0
ohio,931437,848058.0,18036,65338.0,7968.423574098947,2021-02-12,11689100.0,10757663.0,65338.0,866094.0
oklahoma,410288,382342.0,3948,23998.0,10368.739118886644,2021-02-12,3956970.9999999995,3546682.9999999995,23998.0,386290.0
oregon,149082,,2056,,3534.644289105745,2021-02-12,4217737.000000001,4068655.000000001,,
pennsylvania,892813,760471.0,22871,109471.0,6974.017865505118,2021-02-12,12801989.0,11909176.0,109471.0,783342.0
puerto rico,96636,86310.0,1902,8424.0,3025.837791598068,2021-02-12,3193693.9999999995,3097057.9999999995,8424.0,88212.0
rhode island,120381,7453.0,2447,110481.0,11363.548403235536,2021-02-12,1059361.0,938980.0,110481.0,9900.0
south carolina,476287,213484.0,7837,254966.0,9250.601218090576,2021-02-12,5148714.0,4672427.0,254966.0,221321.0
south dakota,109859,105821.0,1829,2209.0,12418.23120547013,2021-02-12,884659.0,774800.0,2209.0,107650.0
tennessee,746309,716136.0,10812,19738.0,10933.767392659784,2021-02-12,6825725.966157128,6079416.966157128,19738.0,726948.0
texas,2579372,2184719.0,40559,351399.0,8886.272501946052,2021-02-12,29026478.75625162,26447106.75625162,351399.0,2225278.0
utah,358581,328315.0,1774,28492.0,11184.831491866082,2021-02-12,3205958.0,2847377.0,28492.0,330089.0
vermont,13249,10154.0,188,2907.0,2123.2746090075307,2021-02-12,623989.0,610740.0,2907.0,10342.0
virgin islands,2505,2396.0,25,84.0,2335.272401834657,2021-02-12,107268.0,104763.0,84.0,2421.0
virginia,541018,42518.0,6958,491542.0,6338.431207288039,2021-02-12,8535519.0,7994501.0,491542.0,49476.0
washington,326159,,4633,,4283.172462173796,2021-02-12,7614892.999999999,7288733.999999999,,
west virginia,126420,110698.0,2187,13535.0,7054.108842634003,2021-02-12,1792147.0,1665727.0,13535.0,112885.0
wisconsin,604683,534164.0,6723,63796.0,10385.398958579866,2021-02-12,5822433.999999999,5217750.999999999,63796.0,540887.0
wyoming,52979,51525.0,647,807.0,9153.896526879063,2021-02-12,578759.0,525780.0,807.0,52172.0
alabama,478667,264621.0,9180,204866.0,9762.368746029366,2021-02-13,4903185.0,4424518.0,204866.0,273801.0
alaska,56409,,282,,7710.940543643932,2021-02-13,731545.0,675136.0,,
american samoa,0,,0,,0.0,2021-02-13,,,,
arizona,793532,110642.0,14834,668056.0,10902.086178099797,2021-02-13,7278716.999999998,6485184.999999998,668056.0,125476.0
arkansas,311608,293796.0,5212,12600.0,10325.654018617512,2021-02-13,3017804.0,2706196.0,12600.0,299008.0
california,3526880,,46067,,8930.122711647988,2021-02-13,39494194.13240225,35967314.13240225,,
colorado,428343,21816.0,5989,384168.0,7150.423287332498,2021-02-13,5990456.54764021,5562113.54764021,384168.0,27805.0
connecticut,267337,9800.0,7381,250156.0,7498.330428938821,2021-02-13,3565287.0,3297950.0,250156.0,17181.0
delaware,82263,,1352,,8447.94015798489,2021-02-13,973764.0000000001,891501.0000000001,,
diamond princess,49,,0,,,2021-02-13,,,,
district of columbia,38670,27473.0,976,10221.0,5479.285128282151,2021-02-13,705749.0,667079.0,10221.0,28449.0
florida,1814422,,28565,,8447.91981576085,2021-02-13,21477737.0,19663315.0,,
georgia,958985,,15708,,9032.182291314944,2021-02-13,10617423.000000002,9658438.000000002,,
grand princess,103,,3,,,2021-02-13,,,,
guam,7689,7472.0,130,87.0,4681.877134976161,2021-02-13,164229.0,156540.0,87.0,7602.0
hawaii,27541,,425,,1945.161709533065,2021-02-13,1415872.0,1388331.0,,
idaho,167225,88672.0,1796,76757.0,9357.521970381604,2021-02-13,1787065.0,1619840.0,76757.0,90468.0
illinois,1158431,,22027,,9141.787908778068,2021-02-13,12671821.0,11513390.0,,
indiana,646425,421304.0,12117,213004.0,9601.960364034505,2021-02-13,6732218.999999999,6085793.999999999,213004.0,433421.0
iowa,328565,300366.0,5223,22976.0,10413.873543217742,2021-02-13,3155070.0,2826505.0,22976.0,305589.0
kansas,288096,6057.0,4367,278051.0,9901.95358275833,2021-02-13,2909486.4724638183,2621390.4724638183,278051.0,10424.0
kentucky,386326,45589.0,4253,336484.0,8647.141364195633,2021-02-13,4467673.0,4081347.0,336484.0,49842.0
louisiana,418585,380673.0,9276,28636.0,9004.163230291555,2021-02-13,4648794.0,4230209.0,28636.0,389949.0
maine,42265,12619.0,643,29003.0,3144.221298426141,2021-02-13,1344212.0,1301947.0,29003.0,13262.0
maryland,368977,9559.0,7503,351915.0,6103.151341122917,2021-02-13,6045680.0,5676703.0,351915.0,17062.0
massachusetts,553812,453740.0,12887,84714.0,8034.99106202783,2021-02-13,6892503.0,6338691.0,84714.0,466627.0
michigan,628012,498495.0,16027,113490.0,6288.384824174413,2021-02-13,9986857.0,9358845.0,113490.0,514522.0
minnesota,471851,457359.0,6430,8062.0,8366.698394505174,2021-02-13,5639631.999999999,5167780.999999999,8062.0,463789.0
mississippi,285648,253140.0,6429,26079.0,9597.90655642577,2021-02-13,2976149.0,2690501.0,26079.0,259569.0
missouri,550158,,7752,,8963.982958333687,2021-02-13,6137428.0,5587270.0,,
montana,97063,92822.0,1324,2917.0,9081.6801992556,2021-02-13,1068778.0,971715.0,2917.0,94146.0
nebraska,195485,141783.0,2002,51700.0,10105.675741622244,2021-02-13,1934407.9999999998,1738922.9999999998,51700.0,143785.0
nevada,287023,,4663,,9318.456597652848,2021-02-13,3080155.999999999,2793132.999999999,,
new hampshire,70322,65349.0,1126,3847.0,5171.83430890829,2021-02-13,1359711.0,1289389.0,3847.0,66475.0
new jersey,740062,71510.0,22393,646159.0,8331.976685929934,2021-02-13,8882190.0,8142128.0,646159.0,93903.0
new mexico,179724,117635.0,3502,58587.0,8571.228268971861,2021-02-13,2096829.0,1917105.0,58587.0,121137.0
new york,1522785,136491.0,45410,1340884.0,7827.795641116812,2021-02-13,19453561.0,17930776.0,1340884.0,181901.0
north carolina,814594,730454.0,10376,73764.0,7766.852363119899,2021-02-13,10488084.0,9673490.0,73764.0,740830.0
north dakota,98332,96234.0,1461,771.0,12920.995929465056,2021-02-13,761024.9282391892,662692.9282391892,771.0,97695.0
northern mariana islands,134,29.0,2,103.0,243.0001450747135,2021-02-13,55144.0,55010.0,103.0,31.0
ohio,934742,851653.0,18088,64997.0,7996.697778272065,2021-02-13,11689100.0,10754358.0,64997.0,869741.0
oklahoma,411727,384398.0,3959,23370.0,10405.105319194909,2021-02-13,3956971.0000000005,3545244.0000000005,23370.0,388357.0
oregon,149576,,2094,,3546.3567311095976,2021-02-13,4217737.0,4068161.0,,
pennsylvania,896305,772782.0,22975,100548.0,7001.294876913267,2021-02-13,12801989.0,11905684.0,100548.0,795757.0
puerto rico,96924,86798.0,1907,8219.0,3034.855562242344,2021-02-13,3193693.9999999995,3096769.9999999995,8219.0,88705.0
rhode island,120821,7496.0,2452,110873.0,11405.08287543151,2021-02-13,1059361.0,938540.0,110873.0,9948.0
south carolina,480157,215306.0,7894,256957.0,9325.765618366062,2021-02-13,5148714.0,4668557.0,256957.0,223200.0
south dakota,110068,106057.0,1831,2180.0,12441.856127615274,2021-02-13,884658.9999999999,774590.9999999999,2180.0,107888.0
tennessee,748225,718749.0,10893,18969.0,10961.955281854,2021-02-13,6825652.730390015,6077427.730390015,18969.0,729642.0
texas,2591878,2204146.0,40918,344108.0,8929.388970798991,2021-02-13,29026375.807751175,26434497.807751175,344108.0,2245064.0
utah,359641,330949.0,1785,26907.0,11217.894931873718,2021-02-13,3205958.0,2846317.0,26907.0,332734.0
vermont,13415,10331.0,189,2895.0,2149.8776420738186,2021-02-13,623989.0,610574.0,2895.0,10520.0
virgin islands,2524,2399.0,25,100.0,2352.985046798673,2021-02-13,107267.99999999997,104743.99999999997,100.0,2424.0
virginia,544209,42712.0,6966,494531.0,6375.816163024182,2021-02-13,8535519.0,7991310.0,494531.0,49678.0
washington,327167,,4675,,4296.4096803461325,2021-02-13,7614892.999999999,7287725.999999999,,
west virginia,126887,111584.0,2200,13103.0,7080.166972910146,2021-02-13,1792147.0,1665260.0,13103.0,113784.0
wisconsin,605785,535627.0,6734,63424.0,10404.32575105188,2021-02-13,5822434.0,5216649.0,63424.0,542361.0
wyoming,53086,51640.0,647,799.0,9172.3843603296,2021-02-13,578759.0,525673.0,799.0,52287.0
alabama,479856,264621.0,9242,205993.0,9786.618289948268,2021-02-14,4903185.0,4423329.0,205993.0,273863.0
alaska,56410,,282,,7711.077240634548,2021-02-14,731545.0,675135.0,,
american samoa,0,,0,,0.0,2021-02-14,,,,
arizona,795323,111173.0,14948,669202.0,10926.692162918273,2021-02-14,7278717.0,6483394.0,669202.0,126121.0
arkansas,312562,295061.0,5252,12249.0,10357.266409614407,2021-02-14,3017804.0000000005,2705242.0000000005,12249.0,300313.0
california,3537185,,46586,,8956.210841389511,2021-02-14,39494213.15154327,35957028.15154327,,
colorado,429127,21895.0,5991,385274.0,7171.417477724279,2021-02-14,5983851.886087321,5554724.886087321,385274.0,27886.0
connecticut,267337,9800.0,7381,250156.0,7498.330428938821,2021-02-14,3565287.0,3297950.0,250156.0,17181.0
delaware,82672,,1356,,8489.942121499666,2021-02-14,973764.0,891092.0,,
diamond princess,49,,0,,,2021-02-14,,,,
district of columbia,38796,27549.0,979,10268.0,5497.138501081829,2021-02-14,705749.0,666953.0,10268.0,28528.0
florida,1821937,,28683,,8482.90953558096,2021-02-14,21477737.0,19655800.0,,
georgia,962808,,15850,,9068.18914533216,2021-02-14,10617422.999999998,9654614.999999998,,
grand princess,103,,3,,,2021-02-14,,,,
guam,7689,7472.0,130,87.0,4681.877134976161,2021-02-14,164229.0,156540.0,87.0,7602.0
hawaii,27584,,425,,1948.198707227772,2021-02-14,1415872.0,1388288.0,,
idaho,167483,89126.0,1803,76554.0,9371.959050174448,2021-02-14,1787065.0,1619582.0,76554.0,90929.0
illinois,1160523,,22087,,9158.296980362964,2021-02-14,12671821.0,11511298.0,,
indiana,647657,421850.0,12149,213658.0,9620.260422306525,2021-02-14,6732218.999999999,6084561.999999999,213658.0,433999.0
iowa,329039,301196.0,5236,22607.0,10428.896981683449,2021-02-14,3155070.0,2826031.0,22607.0,306432.0
kansas,288124,6057.0,4367,278051.0,9901.95358275833,2021-02-14,2909769.2449467024,2621645.2449467024,278051.0,10424.0
kentucky,387090,45606.0,4272,337212.0,8664.241989062315,2021-02-14,4467673.0,4080583.0,337212.0,49878.0
louisiana,418585,380673.0,9276,28636.0,9004.163230291555,2021-02-14,4648794.0,4230209.0,28636.0,389949.0
maine,42425,12641.0,647,29137.0,3156.124182792595,2021-02-14,1344212.0,1301787.0,29137.0,13288.0
maryland,370136,9565.0,7536,353035.0,6122.322054756454,2021-02-14,6045680.0,5675544.0,353035.0,17101.0
massachusetts,555895,453740.0,12926,86731.0,8065.212303861166,2021-02-14,6892503.0,6336608.0,86731.0,466666.0
michigan,628956,517991.0,16119,94846.0,6297.837247494382,2021-02-14,9986857.0,9357901.0,94846.0,534110.0
minnesota,472791,458492.0,6437,7862.0,8383.366148713249,2021-02-14,5639632.000000001,5166841.000000001,7862.0,464929.0
mississippi,286343,253140.0,6461,26742.0,9621.258881863778,2021-02-14,2976149.0,2689806.0,26742.0,259601.0
missouri,550972,,7780,,8977.245843046958,2021-02-14,6137427.999999999,5586455.999999999,,
montana,97297,93148.0,1327,2822.0,9103.574362496234,2021-02-14,1068778.0,971481.0,2822.0,94475.0
nebraska,197027,142112.0,2002,52913.0,10185.390052150322,2021-02-14,1934408.0,1737381.0,52913.0,144114.0
nevada,287836,,4694,,9344.85136467114,2021-02-14,3080156.0,2792320.0,,
new hampshire,70756,66122.0,1130,3504.0,5203.752856305494,2021-02-14,1359711.0000000002,1288955.0000000002,3504.0,67252.0
new jersey,743819,71805.0,22440,649574.0,8374.274812855838,2021-02-14,8882190.0,8138371.0,649574.0,94245.0
new mexico,180289,118926.0,3516,57847.0,8598.173718505419,2021-02-14,2096829.0,1916540.0,57847.0,122442.0
new york,1531540,137276.0,45566,1348698.0,7872.80025492505,2021-02-14,19453561.0,17922021.0,1348698.0,182842.0
north carolina,818724,730454.0,10453,77817.0,7806.230384882501,2021-02-14,10488084.0,9669360.0,77817.0,740907.0
north dakota,98379,96305.0,1461,785.0,12932.149877569016,2021-02-14,760731.9813903462,662352.9813903462,785.0,97766.0
northern mariana islands,134,29.0,2,103.0,243.0001450747135,2021-02-14,55144.0,55010.0,103.0,31.0
ohio,937541,855734.0,18124,63679.0,8020.643163288876,2021-02-14,11689100.0,10751559.0,63679.0,873858.0
oklahoma,413201,386420.0,3994,22787.0,10442.356034451605,2021-02-14,3956971.0,3543770.0,22787.0,390414.0
oregon,150034,,2137,,3557.215634829768,2021-02-14,4217737.0,4067703.0,,
pennsylvania,900165,776339.0,23070,100756.0,7031.446441642779,2021-02-14,12801989.0,11901824.0,100756.0,799409.0
puerto rico,97313,87165.0,1915,8233.0,3047.035814952841,2021-02-14,3193694.0000000005,3096381.0000000005,8233.0,89080.0
rhode island,120821,7496.0,2459,110866.0,11405.08287543151,2021-02-14,1059361.0,938540.0,110866.0,9955.0
south carolina,483140,217023.0,7911,258206.0,9383.70241578771,2021-02-14,5148714.0,4665574.0,258206.0,224934.0
south dakota,110205,106248.0,1838,2119.0,12457.342320600366,2021-02-14,884659.0,774454.0,2119.0,108086.0
tennessee,749894,720977.0,10902,18408.0,10986.497049277115,2021-02-14,6825596.881667949,6075702.881667949,18408.0,731879.0
texas,2603152,2220233.0,41166,339055.0,8968.297945490947,2021-02-14,29026154.302877557,26423002.302877557,339055.0,2261399.0
utah,360584,332702.0,1790,26092.0,11247.3089167107,2021-02-14,3205958.0,2845374.0,26092.0,334492.0
vermont,13561,10547.0,189,2825.0,2173.275490433325,2021-02-14,623989.0,610428.0,2825.0,10736.0
virgin islands,2524,2399.0,25,100.0,2352.985046798673,2021-02-14,107267.99999999997,104743.99999999997,100.0,2424.0
virginia,547424,42887.0,6996,497541.0,6413.482296741417,2021-02-14,8535519.0,7988095.0,497541.0,49883.0
washington,328047,,4675,,4307.9659819251565,2021-02-14,7614893.0,7286846.0,,
west virginia,127282,112541.0,2201,12540.0,7102.207575606242,2021-02-14,1792147.0,1664865.0,12540.0,114742.0
wisconsin,606651,536864.0,6744,63043.0,10419.19925584386,2021-02-14,5822434.000000001,5215783.000000001,63043.0,543608.0
wyoming,53086,51640.0,647,799.0,9172.3843603296,2021-02-14,578759.0,525673.0,799.0,52287.0
alabama,480931,264621.0,9242,207068.0,9808.542814517505,2021-02-15,4903184.999999999,4422253.999999999,207068.0,273863.0
alaska,56411,,282,,7711.213937625163,2021-02-15,731545.0,675134.0,,
american samoa,0,,0,,0.0,2021-02-15,,,,
arizona,797270,111649.0,14978,670643.0,10953.441382595312,2021-02-15,7278717.0,6481447.0,670643.0,126627.0
arkansas,313028,296050.0,5265,11713.0,10372.708101652725,2021-02-15,3017804.0,2704776.0,11713.0,301315.0
california,3543966,,46817,,8973.35996509232,2021-02-15,39494303.29092497,35950337.29092497,,
colorado,429864,21929.0,5994,386083.0,7186.229755974227,2021-02-15,5981773.678230024,5551909.678230024,386083.0,27923.0
connecticut,267337,9800.0,7381,250156.0,7498.330428938821,2021-02-15,3565287.0,3297950.0,250156.0,17181.0
delaware,83003,,1361,,8523.933930603309,2021-02-15,973763.9999999999,890760.9999999999,,
diamond princess,49,,0,,,2021-02-15,,,,
district of columbia,38918,27677.0,979,10262.0,5514.425100141835,2021-02-15,705749.0,666831.0,10262.0,28656.0
florida,1827373,,28779,,8508.21946464844,2021-02-15,21477737.0,19650364.0,,
georgia,964737,,15871,,9086.357395763547,2021-02-15,10617423.000000002,9652686.000000002,,
grand princess,103,,3,,,2021-02-15,,,,
guam,7689,7472.0,130,87.0,4681.877134976161,2021-02-15,164229.0,156540.0,87.0,7602.0
hawaii,27616,,426,,1950.4587985354608,2021-02-15,1415872.0,1388256.0,,
idaho,167483,89410.0,1803,76270.0,9371.959050174448,2021-02-15,1787065.0,1619582.0,76270.0,91213.0
illinois,1162154,,22121,,9171.168058639718,2021-02-15,12671821.0,11509667.0,,
indiana,648875,422051.0,12173,214651.0,9638.352525370909,2021-02-15,6732218.999999999,6083343.999999999,214651.0,434224.0
iowa,329258,301774.0,5236,22248.0,10435.83819059482,2021-02-15,3155070.0,2825812.0,22248.0,307010.0
kansas,288124,6057.0,4367,278051.0,9901.95358275833,2021-02-15,2909769.2449467024,2621645.2449467024,278051.0,10424.0
kentucky,388798,45880.0,4282,338636.0,8702.472181827094,2021-02-15,4467673.0,4078875.0,338636.0,50162.0
louisiana,419891,380673.0,9292,29926.0,9032.256537932204,2021-02-15,4648794.0,4228903.0,29926.0,389965.0
maine,42529,12645.0,649,29235.0,3163.8610576307906,2021-02-15,1344212.0,1301683.0,29235.0,13294.0
maryland,370983,9569.0,7554,353860.0,6136.3320585939055,2021-02-15,6045680.0,5674697.0,353860.0,17123.0
massachusetts,557777,453740.0,12963,88553.0,8092.517333688502,2021-02-15,6892503.0,6334726.0,88553.0,466703.0
michigan,628956,517991.0,16119,94846.0,6297.837247494382,2021-02-15,9986857.0,9357901.0,94846.0,534110.0
minnesota,473567,459525.0,6444,7598.0,8397.12591176162,2021-02-15,5639632.0,5166065.0,7598.0,465969.0
mississippi,287436,253140.0,6462,27834.0,9657.984193667722,2021-02-15,2976149.0000000005,2688713.0000000005,27834.0,259602.0
missouri,551526,,7782,,8986.27242551766,2021-02-15,6137428.0,5585902.0,,
montana,97401,93328.0,1327,2746.0,9113.305101714292,2021-02-15,1068778.0000000002,971377.0000000002,2746.0,94655.0
nebraska,197236,142312.0,2002,52922.0,10196.19439125562,2021-02-15,1934408.0,1737172.0,52922.0,144314.0
nevada,288348,,4709,,9361.473899373928,2021-02-15,3080156.0,2791808.0,,
new hampshire,71044,66287.0,1133,3624.0,5224.933827850183,2021-02-15,1359711.0,1288667.0,3624.0,67420.0
